step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
49,,,,,0.0005579767166636884,0.29532375931739807,0.007662082556635141,0.007662082556635141,,,,
50,0.0011473300401121378,0.34554150700569153,0.009212201461195946,0.009212201461195946,0.000525340554304421,0.2866877019405365,0.0074298628605902195,0.0074298628605902195,35.53314154944906,36.206896551724135,447.42626797418075,171.64451376160423
51,,,,,0.0005104338633827865,0.29662424325942993,0.007670823950320482,0.007670823950320482,,,,
52,,,,,0.0005076848901808262,0.3018661141395569,0.007800496183335781,0.007800496183335781,,,,
53,,,,,0.0004940851940773427,0.29475751519203186,0.007615980226546526,0.007615980226546526,,,,
54,,,,,0.0005119049455970526,0.2830221354961395,0.007331505883485079,0.007331505883485079,,,,
55,,,,,0.0005245540523901582,0.2900412082672119,0.007513307500630617,0.007513307500630617,,,,
56,,,,,0.0004924684762954712,0.2835255265235901,0.0073343729600310326,0.0073343729600310326,,,,
57,,,,,0.0005006747669540346,0.274382084608078,0.0071098897606134415,0.0071098897606134415,,,,
58,,,,,0.0005131184007041156,0.2823066711425781,0.0073142265900969505,0.0073142265900969505,,,,
59,,,,,0.0005281870835460722,0.28587621450424194,0.007410998921841383,0.007410998921841383,,,,
60,0.0009163703070953488,0.3288324475288391,0.008678996004164219,0.008678996004164219,0.00053575070342049,0.2752259075641632,0.007148523814976215,0.007148523814976215,25.149141699884275,25.517241379310345,359.0988436123348,111.88187749335107
61,,,,,0.0004903208464384079,0.2624848783016205,0.006807283032685518,0.006807283032685518,,,,
62,,,,,0.000495659769512713,0.2801383435726166,0.007251287344843149,0.007251287344843149,,,,
63,,,,,0.0004980965750291944,0.281372606754303,0.007283363491296768,0.007283363491296768,,,,
64,,,,,0.0005312308203428984,0.2823128402233124,0.007323435973376036,0.007323435973376036,,,,
65,,,,,0.0004933368763886392,0.27110955119132996,0.007024407386779785,0.007024407386779785,,,,
66,,,,,0.0005216260906308889,0.2759475111961365,0.007159500848501921,0.007159500848501921,,,,
67,,,,,0.0004697353870142251,0.2705419659614563,0.006998416967689991,0.006998416967689991,,,,
68,,,,,0.0004632831842172891,0.26723217964172363,0.0069124456495046616,0.0069124456495046616,,,,
69,,,,,0.0004889212432317436,0.2700672149658203,0.006996141746640205,0.006996141746640205,,,,
70,0.00040806495235301554,0.3483598530292511,0.008913028985261917,0.008913028985261917,0.0004933479940518737,0.28445205092430115,0.0073579759337008,0.0073579759337008,34.86048604860487,35.51724137931034,396.19095807102593,24.29907043839014
71,,,,,0.00047311108210124075,0.25154316425323486,0.006525135133415461,0.006525135133415461,,,,
72,,,,,0.0004929988645017147,0.2843703329563141,0.0073557584546506405,0.0073557584546506405,,,,
73,,,,,0.0004763744364026934,0.2667238116264343,0.006906282622367144,0.006906282622367144,,,,
74,,,,,0.00048688187962397933,0.2697104811668396,0.006986203137785196,0.006986203137785196,,,,
75,,,,,0.0004893807345069945,0.26309993863105774,0.006822188850492239,0.006822188850492239,,,,
76,,,,,0.0004874283622484654,0.2634027302265167,0.006828782148659229,0.006828782148659229,,,,
77,,,,,0.0004664295120164752,0.2717870771884918,0.007027891930192709,0.007027891930192709,,,,
78,,,,,0.0004690558125730604,0.2695150077342987,0.006972402799874544,0.006972402799874544,,,,
79,,,,,0.00044767544022761285,0.2525801956653595,0.006538343150168657,0.006538343150168657,,,,
80,0.023751236498355865,0.35299035906791687,0.020700380206108093,0.020700380206108093,0.0004688880580943078,0.2597065567970276,0.0067271082662045956,0.0067271082662045956,4.7748574857485755,9.655172413793103,601.5002064977973,610.2411794354839
81,,,,,0.000471487088361755,0.25240451097488403,0.00654585612937808,0.00654585612937808,,,,
82,,,,,0.00047335028648376465,0.25510674715042114,0.006614343263208866,0.006614343263208866,,,,
83,,,,,0.000465029472252354,0.2536669373512268,0.006574188359081745,0.006574188359081745,,,,
84,,,,,0.00045039597898721695,0.2534552216529846,0.006561578251421452,0.006561578251421452,,,,
85,,,,,0.00047656495007686317,0.24818278849124908,0.006442852318286896,0.006442852318286896,,,,
86,,,,,0.0005179193685762584,0.2622804343700409,0.006815970875322819,0.006815970875322819,,,,
87,,,,,0.0004793835978489369,0.24157743155956268,0.006279128137975931,0.006279128137975931,,,,
88,,,,,0.0004653899814002216,0.2528321444988251,0.006553499028086662,0.006553499028086662,,,,
89,,,,,0.000512746162712574,0.2576187551021576,0.006696842145174742,0.006696842145174742,,,,
90,0.00023648397473152727,0.3437776565551758,0.008712681010365486,0.008712681010365486,0.0004529923608060926,0.2403174489736557,0.00623443303629756,0.00623443303629756,42.436982159754436,42.75862068965518,286.1361508810573,11.698704769736842
91,,,,,0.00047737121349200606,0.2527572512626648,0.006557617336511612,0.006557617336511612,,,,
92,,,,,0.0004354842531029135,0.24906666576862335,0.0064444090239703655,0.0064444090239703655,,,,
93,,,,,0.0004410544061101973,0.24681800603866577,0.006390977650880814,0.006390977650880814,,,,
94,,,,,0.0004752541135530919,0.2567572295665741,0.0066565582528710365,0.0066565582528710365,,,,
95,,,,,0.0004576594801619649,0.24404355883598328,0.006329918745905161,0.006329918745905161,,,,
96,,,,,0.00047670851927250624,0.248875230550766,0.006460234988480806,0.006460234988480806,,,,
97,,,,,0.00046031016972847283,0.2403368353843689,0.006238575559109449,0.006238575559109449,,,,
98,,,,,0.0004318319552112371,0.23155523836612701,0.0060047972947359085,0.0060047972947359085,,,,
99,,,,,0.00045465482980944216,0.24872224032878876,0.006445384118705988,0.006445384118705988,,,,
100,0.000459922244772315,0.33772894740104675,0.008673184551298618,0.008673184551298618,0.00047486447147093713,0.24291598796844482,0.006310332100838423,0.006310332100838423,37.637854162173326,40.3448275862069,266.8353352147577,127.862158203125
101,,,,,0.00043781526619568467,0.240854874253273,0.006240278948098421,0.006240278948098421,,,,
102,,,,,0.00039833271875977516,0.21772734820842743,0.005642350297421217,0.005642350297421217,,,,
103,,,,,0.00040679931407794356,0.2249409556388855,0.005826923530548811,0.005826923530548811,,,,
104,,,,,0.0004242422292008996,0.22118018567562103,0.005741626024246216,0.005741626024246216,,,,
105,,,,,0.0004226244054734707,0.22204123437404633,0.00576234282925725,0.00576234282925725,,,,
106,,,,,0.00041140164830721915,0.21085767447948456,0.00547714252024889,0.00547714252024889,,,,
107,,,,,0.0004155710048507899,0.2052239030599594,0.0053383829072117805,0.0053383829072117805,,,,
108,,,,,0.0004156145150773227,0.2083250731229782,0.0054159341380000114,0.0054159341380000114,,,,
109,,,,,0.00040776521200314164,0.19635596871376038,0.005112782120704651,0.005112782120704651,,,,
110,0.00019546010298654437,0.3482581377029419,0.008804184384644032,0.008804184384644032,0.00040725155849941075,0.20363867282867432,0.005294593051075935,0.005294593051075935,41.481803926999035,42.75862068965517,270.79710229608145,6.300739400564356
111,,,,,0.00043309014290571213,0.20506078004837036,0.005343064200133085,0.005343064200133085,,,,
112,,,,,0.00041358437738381326,0.19685916602611542,0.005128271412104368,0.005128271412104368,,,,
113,,,,,0.00037473023985512555,0.20073990523815155,0.005205862689763308,0.005205862689763308,,,,
114,,,,,0.00038287549978122115,0.19286209344863892,0.005012989975512028,0.005012989975512028,,,,
115,,,,,0.0004027285613119602,0.19405841827392578,0.005052824970334768,0.005052824970334768,,,,
116,,,,,0.0004087957495357841,0.20014095306396484,0.005207921843975782,0.005207921843975782,,,,
117,,,,,0.0004256583342794329,0.20498523116111755,0.005337459966540337,0.005337459966540337,,,,
118,,,,,0.0003926848294213414,0.19499999284744263,0.005071342457085848,0.005071342457085848,,,,
119,,,,,0.00039710462442599237,0.20739850401878357,0.005383515264838934,0.005383515264838934,,,,
120,0.0002479820104781538,0.35033532977104187,0.008882374502718449,0.008882374502718449,0.0004150242602918297,0.2126132845878601,0.005522844381630421,0.005522844381630421,38.66991048757781,40.3448275862069,265.55426168035376,110.4412476328703
121,,,,,0.0003971533151343465,0.192643940448761,0.0050146752037107944,0.0050146752037107944,,,,
122,,,,,0.0004076813056599349,0.1932649463415146,0.005035464186221361,0.005035464186221361,,,,
123,,,,,0.0003874489339068532,0.1903095245361328,0.0049514626152813435,0.0049514626152813435,,,,
124,,,,,0.0004140430537518114,0.20090872049331665,0.005229739937931299,0.005229739937931299,,,,
125,,,,,0.0004164863785263151,0.19617263972759247,0.0051125590689480305,0.0051125590689480305,,,,
126,,,,,0.00038665864849463105,0.1778121441602707,0.004638632293790579,0.004638632293790579,,,,
127,,,,,0.0004168944724369794,0.19089819490909576,0.004980902187526226,0.004980902187526226,,,,
128,,,,,0.0004132400208618492,0.19411809742450714,0.0050595724023878574,0.0050595724023878574,,,,
129,,,,,0.0003988432581536472,0.1854144036769867,0.004834781866520643,0.004834781866520643,,,,
130,0.00024314386246260256,0.346283495426178,0.008778659626841545,0.008778659626841545,0.0003648495185188949,0.17179857194423676,0.00447738915681839,0.00447738915681839,49.15131870455636,50.34482758620691,226.46455121145374,14.389624734526699
131,,,,,0.0003784162108786404,0.1788749098777771,0.004661081358790398,0.004661081358790398,,,,
132,,,,,0.0003662223170977086,0.1750786304473877,0.004560076631605625,0.004560076631605625,,,,
133,,,,,0.00038125691935420036,0.18109576404094696,0.004718022421002388,0.004718022421002388,,,,
134,,,,,0.000429086503572762,0.19680893421173096,0.005134766921401024,0.005134766921401024,,,,
135,,,,,0.00038976696669124067,0.18551324307918549,0.004832714796066284,0.004832714796066284,,,,
136,,,,,0.0004040581115987152,0.16162538528442383,0.004242663737386465,0.004242663737386465,,,,
137,,,,,0.0003723381378222257,0.16733361780643463,0.004369509406387806,0.004369509406387806,,,,
138,,,,,0.0003627524129115045,0.17592734098434448,0.004579559899866581,0.004579559899866581,,,,
139,,,,,0.00040195489418692887,0.17159418761730194,0.00449083186686039,0.00449083186686039,,,,
140,0.000160386465722695,0.3491870164871216,0.008809867314994335,0.008809867314994335,0.0004011114651802927,0.1774941086769104,0.004637908656150103,0.004637908656150103,47.10688325917612,48.62068965517241,176.37838026935404,5.939137779100977
141,,,,,0.00039816260687075555,0.17979247868061066,0.00469389371573925,0.00469389371573925,,,,
142,,,,,0.00038614351069554687,0.18155255913734436,0.004731886088848114,0.004731886088848114,,,,
143,,,,,0.00037868067738600075,0.17298521101474762,0.004513971041887999,0.004513971041887999,,,,
144,,,,,0.0004113782197237015,0.17255167663097382,0.004519481211900711,0.004519481211900711,,,,
145,,,,,0.00040440334123559296,0.16236360371112823,0.004261292051523924,0.004261292051523924,,,,
146,,,,,0.00038753633270971477,0.17528998851776123,0.004576017614454031,0.004576017614454031,,,,
147,,,,,0.00039743733941577375,0.1804679036140442,0.004710415843874216,0.004710415843874216,,,,
148,,,,,0.0004004719667136669,0.1667509824037552,0.004369010683149099,0.004369010683149099,,,,
149,,,,,0.00040060121682472527,0.18120083212852478,0.00473032146692276,0.00473032146692276,,,,
150,0.00015943129255902022,0.3518209755420685,0.008875240571796894,0.008875240571796894,0.0004066644178237766,0.17620967328548431,0.004608574789017439,0.004608574789017439,53.51360737577517,55.86206896551724,180.17393997797356,9.232346146195024
151,,,,,0.0003823838196694851,0.1724981814622879,0.004503646399825811,0.004503646399825811,,,,
152,,,,,0.00039722767542116344,0.16183650493621826,0.004244526382535696,0.004244526382535696,,,,
153,,,,,0.00038623923319391906,0.17495468258857727,0.004566987045109272,0.004566987045109272,,,,
154,,,,,0.0003878431743942201,0.16910240054130554,0.00442148232832551,0.00442148232832551,,,,
155,,,,,0.0003802168066613376,0.15730704367160797,0.004122784361243248,0.004122784361243248,,,,
156,,,,,0.00040181801887229085,0.1695210337638855,0.004438934847712517,0.004438934847712517,,,,
157,,,,,0.0003829729976132512,0.16236630082130432,0.004250643774867058,0.004250643774867058,,,,
158,,,,,0.0003964314819313586,0.1651962399482727,0.004328121896833181,0.004328121896833181,,,,
159,,,,,0.0003708211297634989,0.15828122198581696,0.004142441786825657,0.004142441786825657,,,,
160,0.0001681308203842491,0.34952428936958313,0.00882217288017273,0.00882217288017273,0.0003656711778603494,0.15676766633987427,0.004102027043700218,0.004102027043700218,52.7439922563685,54.82758620689656,159.04300316629957,6.312857491629464
161,,,,,0.0003876486443914473,0.1590360552072525,0.004169725347310305,0.004169725347310305,,,,
162,,,,,0.0003789513430092484,0.15689805150032043,0.004111926537007093,0.004111926537007093,,,,
163,,,,,0.0003564614453352988,0.14170119166374207,0.0037207603454589844,0.0037207603454589844,,,,
164,,,,,0.0003887637285515666,0.15975989401340485,0.004188379738479853,0.004188379738479853,,,,
165,,,,,0.0004058716003783047,0.168020561337471,0.004403450060635805,0.004403450060635805,,,,
166,,,,,0.0003629713028203696,0.15678906440734863,0.004101212602108717,0.004101212602108717,,,,
167,,,,,0.0003701508103404194,0.17703452706336975,0.004610938485711813,0.004610938485711813,,,,
168,,,,,0.00037512171547859907,0.15239478647708893,0.003997430671006441,0.003997430671006441,,,,
169,,,,,0.00038019995554350317,0.15599425137043,0.00408995570614934,0.00408995570614934,,,,
170,0.00016086573305074126,0.36119192838668823,0.009110230021178722,0.009110230021178722,0.000370008812751621,0.15153348445892334,0.003973342012614012,0.003973342012614012,50.925017487289495,52.758620689655174,163.15655233291062,6.522904667651878
171,,,,,0.00039292502333410084,0.14513447880744934,0.003824824234470725,0.003824824234470725,,,,
172,,,,,0.00034847925417125225,0.14228343963623047,0.0037313257344067097,0.0037313257344067097,,,,
173,,,,,0.00038600139669142663,0.15540292859077454,0.004078073892742395,0.004078073892742395,,,,
174,,,,,0.00036852905759587884,0.14875149726867676,0.003903051605448127,0.003903051605448127,,,,
175,,,,,0.00037440552841871977,0.14443185925483704,0.0037979991175234318,0.0037979991175234318,,,,
176,,,,,0.00038103360566310585,0.15488283336162567,0.0040625883266329765,0.0040625883266329765,,,,
177,,,,,0.00036546020419336855,0.14772726595401764,0.0038759117014706135,0.0038759117014706135,,,,
178,,,,,0.00037255347706377506,0.15059104561805725,0.003951052203774452,0.003951052203774452,,,,
179,,,,,0.0003690999001264572,0.14945624768733978,0.003920956514775753,0.003920956514775753,,,,
180,0.00016970217984635383,0.3534005284309387,0.00891986396163702,0.00891986396163702,0.0003689102013595402,0.15298551321029663,0.004009092692285776,0.004009092692285776,49.30487771185146,51.37931034482759,191.3578606828194,6.378817689185049
181,,,,,0.0003783014544751495,0.15434199571609497,0.004047701135277748,0.004047701135277748,,,,
182,,,,,0.00034957731259055436,0.13406072556972504,0.0035263067111372948,0.0035263067111372948,,,,
183,,,,,0.0003422272566240281,0.14961779117584229,0.003911558538675308,0.003911558538675308,,,,
184,,,,,0.00038146640872582793,0.15067149698734283,0.003957520704716444,0.003957520704716444,,,,
185,,,,,0.0003618595364969224,0.14177446067333221,0.0037252912297844887,0.0037252912297844887,,,,
186,,,,,0.00036528988857753575,0.1466001719236374,0.0038476488552987576,0.0038476488552987576,,,,
187,,,,,0.00036885347799398005,0.14993898570537567,0.003932901192456484,0.003932901192456484,,,,
188,,,,,0.00035825566737912595,0.14512179791927338,0.003807172877714038,0.003807172877714038,,,,
189,,,,,0.00038291746750473976,0.1474742889404297,0.003878316143527627,0.003878316143527627,,,,
190,0.00016722173313610256,0.3620782494544983,0.009135565720498562,0.009135565720498562,0.00037827680353075266,0.1532132476568222,0.004019469488412142,0.004019469488412142,49.00858657294301,50.689655172413794,212.9803827092511,8.900253971066094
191,,,,,0.0003681355738081038,0.14705055952072144,0.003860332304611802,0.003860332304611802,,,,
192,,,,,0.0003692131722345948,0.14334987103939056,0.0037683534901589155,0.0037683534901589155,,,,
193,,,,,0.00035741072497330606,0.13865289092063904,0.00364502752199769,0.00364502752199769,,,,
194,,,,,0.00034773946390487254,0.14649584889411926,0.003836266230791807,0.003836266230791807,,,,
195,,,,,0.00034120812779292464,0.1368265300989151,0.0035912671592086554,0.0035912671592086554,,,,
196,,,,,0.0003593864676076919,0.14255335927009583,0.0037435272242873907,0.0037435272242873907,,,,
197,,,,,0.00035813715658150613,0.14076761901378632,0.0036982588935643435,0.0036982588935643435,,,,
198,,,,,0.0003488422662485391,0.1411411017179489,0.003702949034050107,0.003702949034050107,,,,
199,,,,,0.00036195566644892097,0.13784772157669067,0.003627170342952013,0.003627170342952013,,,,
200,0.00016524714010301977,0.35427185893058777,0.008939418941736221,0.008939418941736221,0.0003413138329051435,0.13405878841876984,0.003522126702591777,0.003522126702591777,52.677723478550476,54.82758620689656,124.34976869279689,6.613650729258855
201,,,,,0.000358752062311396,0.13397134840488434,0.003528660163283348,0.003528660163283348,,,,
202,,,,,0.0003473601827863604,0.12798987329006195,0.003373426850885153,0.003373426850885153,,,,
203,,,,,0.00032297713914886117,0.13617098331451416,0.003565763123333454,0.003565763123333454,,,,
204,,,,,0.00033378705848008394,0.1267736554145813,0.003336234949529171,0.003336234949529171,,,,
205,,,,,0.000338111276505515,0.1211349219083786,0.0031974290031939745,0.0031974290031939745,,,,
206,,,,,0.00033688731491565704,0.11417410522699356,0.0030227964743971825,0.0030227964743971825,,,,
207,,,,,0.00033193573472090065,0.11657262593507767,0.003080283524468541,0.003080283524468541,,,,
208,,,,,0.00034718570532277226,0.1256561428308487,0.003314996138215065,0.003314996138215065,,,,
209,,,,,0.0003452905802987516,0.11985009908676147,0.0031688979361206293,0.0031688979361206293,,,,
210,0.00016832815890666097,0.35307008028030396,0.008910915814340115,0.008910915814340115,0.00033979042200371623,0.11465615034103394,0.0030362990219146013,0.0030362990219146013,59.65905573476603,62.06896551724138,110.82148040099578,8.691869131156377
211,,,,,0.0003246838750783354,0.11698335409164429,0.0030869259499013424,0.0030869259499013424,,,,
212,,,,,0.00032225780887529254,0.11734123528003693,0.003094659885391593,0.003094659885391593,,,,
213,,,,,0.00032150361221283674,0.11173947900533676,0.0029542383272200823,0.0029542383272200823,,,,
214,,,,,0.0003336013469379395,0.12339062243700027,0.003251566318795085,0.003251566318795085,,,,
215,,,,,0.00033170278766192496,0.12653155624866486,0.0033291401341557503,0.0033291401341557503,,,,
216,,,,,0.00036224169889464974,0.12330356240272522,0.003263709833845496,0.003263709833845496,,,,
217,,,,,0.00036369721055962145,0.11953955888748169,0.003170337527990341,0.003170337527990341,,,,
218,,,,,0.0003450765216257423,0.12164464592933655,0.0032136545050889254,0.0032136545050889254,,,,
219,,,,,0.00033830260508693755,0.10670869052410126,0.002836868865415454,0.002836868865415454,,,,
220,0.00015146563237067312,0.35997769236564636,0.009075174108147621,0.009075174108147621,0.00032722236937843263,0.11711153388023376,0.003091399557888508,0.003091399557888508,62.49330191327949,64.82758620689654,94.7751448738304,6.179052828375353
221,,,,,0.00033324083779007196,0.11997563391923904,0.0031660115346312523,0.0031660115346312523,,,,
222,,,,,0.00033360454835928977,0.11781447380781174,0.0031121643260121346,0.0031121643260121346,,,,
223,,,,,0.0002955887175630778,0.10883643478155136,0.002868705429136753,0.002868705429136753,,,,
224,,,,,0.0003276145434938371,0.1181286945939064,0.003117024665698409,0.003117024665698409,,,,
225,,,,,0.0003392603248357773,0.11278865486383438,0.002989346394315362,0.002989346394315362,,,,
226,,,,,0.0003299829550087452,0.11493463069200516,0.0030383572448045015,0.0030383572448045015,,,,
227,,,,,0.000336291006533429,0.11562403291463852,0.0030587464570999146,0.0030587464570999146,,,,
228,,,,,0.00030399500974453986,0.11096443980932236,0.0029261086601763964,0.0029261086601763964,,,,
229,,,,,0.0003324737190268934,0.1179300993680954,0.0031144896056503057,0.0031144896056503057,,,,
230,0.00015063220052979887,0.35624778270721436,0.008981509134173393,0.008981509134173393,0.00032582797575742006,0.11183647811412811,0.0029588257893919945,0.0029588257893919945,61.060797700649196,63.44827586206897,99.81188189495694,6.8016594250996905
231,,,,,0.0003082114562857896,0.11127609014511108,0.0029360076878219843,0.0029360076878219843,,,,
232,,,,,0.00034276003134436905,0.1128106415271759,0.0029916460625827312,0.0029916460625827312,,,,
233,,,,,0.00033435062505304813,0.11214626580476761,0.00297083193436265,0.00297083193436265,,,,
234,,,,,0.0003342633426655084,0.10870105773210526,0.0028846582863479853,0.0028846582863479853,,,,
235,,,,,0.000329123082337901,0.11388573795557022,0.0030117053538560867,0.0030117053538560867,,,,
236,,,,,0.00032420706702396274,0.131492018699646,0.0034494041465222836,0.0034494041465222836,,,,
237,,,,,0.0002872153709176928,0.09952830523252487,0.0026318153832107782,0.0026318153832107782,,,,
238,,,,,0.0003172784636262804,0.10987506061792374,0.002905515721067786,0.002905515721067786,,,,
239,,,,,0.000332984869601205,0.10494359582662582,0.0027900824788957834,0.0027900824788957834,,,,
240,0.00015603963402099907,0.3592577278614044,0.009059462696313858,0.009059462696313858,0.0003533071430865675,0.1219598576426506,0.0032256501726806164,0.0032256501726806164,58.8984431776511,61.03448275862069,113.96529474204237,7.111515635983986
241,,,,,0.00032164924778044224,0.11221734434366226,0.0029662586748600006,0.0029662586748600006,,,,
242,,,,,0.00032074120827019215,0.10777538269758224,0.002854755148291588,0.002854755148291588,,,,
243,,,,,0.0003336930531077087,0.10453479737043381,0.0027802165132015944,0.0027802165132015944,,,,
244,,,,,0.00033255352173000574,0.10989176481962204,0.0029135707300156355,0.0029135707300156355,,,,
245,,,,,0.0003181799256708473,0.10622456669807434,0.0028147040866315365,0.0028147040866315365,,,,
246,,,,,0.0003135262231808156,0.10501669347286224,0.0027821806725114584,0.0027821806725114584,,,,
247,,,,,0.0002976259565912187,0.09865859895944595,0.002615277888253331,0.002615277888253331,,,,
248,,,,,0.00030040787532925606,0.10307857394218445,0.0027271686121821404,0.0027271686121821404,,,,
249,,,,,0.0003115361905656755,0.09841431677341461,0.0026161260902881622,0.0026161260902881622,,,,
250,0.00016321036673616618,0.3635246753692627,0.00916972104460001,0.00916972104460001,0.0003244086110498756,0.10961000621318817,0.002902454463765025,0.002902454463765025,59.090338549045605,60.6896551724138,137.1682182681718,8.924357096354166
251,,,,,0.00032775933505035937,0.10767117887735367,0.002855659229680896,0.002855659229680896,,,,
252,,,,,0.00031869791564531624,0.0943107157945633,0.002517116954550147,0.002517116954550147,,,,
253,,,,,0.00032045322586782277,0.1056109219789505,0.0028005000203847885,0.0028005000203847885,,,,
254,,,,,0.00030888940091244876,0.10416732728481293,0.002758628223091364,0.002758628223091364,,,,
255,,,,,0.00030685000820085406,0.10527429729700089,0.0027852822095155716,0.0027852822095155716,,,,
256,,,,,0.0003212194424122572,0.09528494626283646,0.0025427336804568768,0.0025427336804568768,,,,
